	Assay	Cell Type	Molecule
607	DNASE	adrenal gland female adult (51 year)	
608	DNASE	adrenal gland female embryo (85 days)	
609	DNASE	muscle of arm male embryo (115 days)	
610	DNASE	right kidney female embryo (147 days)	
611	DNASE	kidney female embryo (76 days) and male embryo (76 days)	
612	DNASE	large intestine female embryo (108 days)	
613	DNASE	right kidney female embryo (98 days)	
614	DNASE	right renal cortex interstitium male embryo (120 days)	
615	DNASE	muscle of arm male embryo (96 days)	
616	DNASE	thymus male embryo (108 days)	
617	DNASE	B cell female adult (34 years)	
618	DNASE	thyroid gland male adult (54 years)	
619	DNASE	spinal cord female embryo (59 days) and male embryo (72 days)	
620	DNASE	heart embryo (96 days)	
621	DNASE	renal pelvis female embryo (89 days)	
622	DNASE	renal pelvis male embryo (108 days)	
623	DNASE	heart female embryo (103 days)	
624	DNASE	H9	
625	DNASE	K562	
626	DNASE	left renal cortex interstitium male embryo (105 days)	
627	DNASE	right lung female embryo (108 days)	
628	DNASE	stomach female embryo (96 days)	
629	DNASE	small intestine male adult (34 years)	
630	DNASE	renal cortex interstitium female embryo (96 days)	
631	DNASE	A172	
632	DNASE	left lung male embryo (115 days)	
633	DNASE	muscle of leg male embryo (115 days)	
634	DNASE	hematopoietic multipotent progenitor cell treated with interleukin-3 for 15 days, kit ligand for 15 days, hydrocortisone succinate for 15 days, erythropoietin for 15 days	
635	DNASE	muscle of leg female embryo (115 days)	
636	DNASE	PC-9	
637	DNASE	kidney female embryo (108 days)	
638	DNASE	stomach embryo (101 day)	
639	DNASE	H9 G2 phase genetically modified using stable transfection	
640	DNASE	esophagus muscularis mucosa male adult (37 years)	
641	DNASE	small intestine male embryo (108 days)	
642	DNASE	heart left ventricle female embryo (101 day) and female embryo (103 days)	
643	DNASE	SK-N-DZ	
644	DNASE	brain male embryo (104 days)	
645	DNASE	right lung male embryo (87 days)	
646	DNASE	muscle of arm male embryo (105 days)	
647	DNASE	muscle of arm male embryo (104 days)	
648	DNASE	kidney female embryo (105 days)	
649	DNASE	left lung male embryo (105 days)	
650	DNASE	left kidney female embryo (107 days)	
651	DNASE	Peyer's patch male adult (37 years)	
652	DNASE	renal pelvis male embryo (113 days)	
653	DNASE	prostate gland male adult (37 years)	
654	DNASE	HeLa-S3	
655	DNASE	left lung female embryo (110 days)	
656	DNASE	thymus male embryo (104 days)	
657	DNASE	neural progenitor cell originated from H9	
658	DNASE	trophoblast cell embryo (39 weeks) and embryo (40 weeks)	
659	DNASE	right lung male embryo (96 days)	
660	DNASE	H9 G1 phase genetically modified using stable transfection	
661	DNASE	small intestine male embryo (87 days)	
662	DNASE	spinal cord female embryo (87 days)	
663	DNASE	left kidney female embryo (110 days)	
664	DNASE	arm bone male embryo (81 day)	
665	DNASE	testis male adult (54 years)	
666	DNASE	transverse colon male adult (37 years)	
667	DNASE	right renal pelvis male embryo (105 days)	
668	DNASE	lung embryo (101 day)	
669	DNASE	inferior parietal cortex male adult (84 years)	
670	DNASE	kidney capillary endothelial cell female embryo (113 days)	
671	DNASE	placenta male embryo (91 day)	
672	DNASE	right kidney male embryo (115 days)	
673	DNASE	coronary artery female adult (51 year)	
674	ATAC	BM0106-Day0-MCP-A / Bone Marrow CD34+ / pDC	
675	ATAC	BM0106-UNK-ATAC-2 / Bone Marrow CD34+ / UNK	
676	ATAC	BM0828-MEGA1-A-151109 / Bone Marrow CD34+ / Mega	
677	ATAC	BM1077-MCP / Bone Marrow CD34+ / pDC	
678	ATAC	BM1077-UNK / Bone Marrow CD34+ / UNK	
679	ATAC	BM1137-GMP1-low-ATAC-2 / Bone Marrow CD34+ / GMP-A	
680	ATAC	BM1137-GMP2-mid-ATAC-1 / Bone Marrow CD34+ / GMP-B	
681	ATAC	BM1137-GMP3-high-ATAC-2 / Bone Marrow CD34+ / GMP-C	
682	ATAC	BM1214-Day0-MCP / Bone Marrow CD34+ / pDC	
683	ATAC	BM1214-Day0-UNK-A / Bone Marrow CD34+ / UNK	
684	CHIP	MCF-7	CTCF
685	CHIP	MCF-7	TAF1
686	CHIP	GM12878	H3K4me3
687	CHIP	GM12878	CTCF
688	CHIP	GM12878	H3K27ac
689	CHIP	GM12878	H3K27me3
690	CHIP	GM12878	H3K4me1
691	CHIP	GM12878	H3K4me2
692	CHIP	GM12878	H3K9ac
693	CHIP	GM12878	H4K20me1
694	CHIP	endothelial cell of umbilical vein male newborn	H3K27me3
695	CHIP	endothelial cell of umbilical vein male newborn	H3K4me2
696	CHIP	endothelial cell of umbilical vein male newborn	H3K4me3
697	CHIP	K562	CTCF
698	CHIP	K562	H3K27me3
699	CHIP	K562	H3K36me3
700	CHIP	K562	H3K4me2
701	CHIP	K562	H3K4me3
702	CHIP	K562	H3K9ac
703	CHIP	K562	H3K9me1
704	CHIP	endothelial cell of umbilical vein male newborn	CTCF
705	CHIP	endothelial cell of umbilical vein male newborn	H3K27ac
706	CHIP	keratinocyte female	H3K27ac
707	CHIP	mammary epithelial cell female adult (50 years)	H3K27ac
708	CHIP	mammary epithelial cell female adult (50 years)	H3K27me3
709	CHIP	mammary epithelial cell female adult (50 years)	H3K36me3
710	CHIP	HepG2	H3K4me2
711	CHIP	HepG2	H3K9ac
712	CHIP	H1-hESC	CTCF
713	CHIP	mammary epithelial cell female adult (50 years)	H3K4me1
714	CHIP	mammary epithelial cell female adult (50 years)	H3K4me2
715	CHIP	mammary epithelial cell female adult (50 years)	H3K4me3
716	CHIP	mammary epithelial cell female adult (50 years)	H4K20me1
717	CHIP	HepG2	H3K4me3
718	CHIP	HepG2	H4K20me1
719	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K27ac
720	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K27me3
721	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K36me3
722	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K4me3
723	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K9ac
724	CHIP	skeletal muscle myoblast male adult (22 years)	H3K27ac
725	CHIP	skeletal muscle myoblast male adult (22 years)	H3K27me3
726	CHIP	skeletal muscle myoblast male adult (22 years)	H3K36me3
727	CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me1
728	CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me2
729	CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me3
730	CHIP	skeletal muscle myoblast male adult (22 years)	H3K9ac
731	CHIP	skeletal muscle myoblast male adult (22 years)	H4K20me1
732	CHIP	H1-hESC	H3K27ac
733	CHIP	skeletal muscle myoblast male adult (22 years)	H3K79me2
734	CHIP	skeletal muscle myoblast male adult (22 years)	H3K9me3
735	CHIP	myotube	CTCF
736	CHIP	myotube	H2AFZ
737	CHIP	myotube	H3K27ac
738	CHIP	myotube	H3K36me3
739	CHIP	myotube	H3K4me1
740	CHIP	myotube	H3K4me2
741	CHIP	myotube	H3K4me3
742	CHIP	HeLa-S3	CTCF
743	CHIP	HeLa-S3	H3K27ac
744	CHIP	HeLa-S3	H3K4me2
745	CHIP	HeLa-S3	H3K4me3
746	CHIP	HeLa-S3	H3K79me2
747	CHIP	HeLa-S3	H3K9ac
748	CHIP	HeLa-S3	H4K20me1
749	CHIP	HepG2	H3K27me3
750	CHIP	myotube	H3K79me2
751	CHIP	astrocyte	CTCF
752	CHIP	astrocyte	H3K27ac
753	CHIP	astrocyte	H3K4me3
754	CHIP	GM12878	H2AFZ
755	CHIP	GM12878	H3K79me2
756	CHIP	myotube	H3K9ac
757	CHIP	myotube	H4K20me1
758	CHIP	skeletal muscle myoblast male adult (22 years)	H2AFZ
759	CHIP	HeLa-S3	H3K27me3
760	CHIP	K562	H2AFZ
761	CHIP	K562	H3K79me2
762	CHIP	K562	H3K9me3
763	CHIP	osteoblast	H2AFZ
764	CHIP	osteoblast	H3K27ac
765	CHIP	osteoblast	H3K36me3
766	CHIP	osteoblast	H3K4me1
767	CHIP	osteoblast	H3K4me2
768	CHIP	osteoblast	H3K9me3
769	CHIP	fibroblast of dermis	CTCF
770	CHIP	fibroblast of dermis	H3K27ac
771	CHIP	fibroblast of dermis NONE and female adult	H3K4me3
772	CHIP	HepG2	H3K4me1
773	CHIP	HeLa-S3	H3K4me1
774	CHIP	K562	KDM5B
775	CHIP	H1-hESC	RBBP5
776	CHIP	K562	HDAC1
777	CHIP	K562	HDAC2
778	CHIP	K562	PHF8
779	CHIP	K562	RBBP5
780	CHIP	K562	SAP30
781	CHIP	H1-hESC	CHD1
782	CHIP	myotube	H3K9me3
783	CHIP	HeLa-S3	H2AFZ
784	CHIP	HeLa-S3	H3K9me3
785	CHIP	osteoblast	H3K27me3
786	CHIP	osteoblast	H4K20me1
787	CHIP	DND-41	H2AFZ
788	CHIP	DND-41	H3K27ac
789	CHIP	DND-41	H3K36me3
790	CHIP	DND-41	H3K4me1
791	CHIP	DND-41	H3K4me3
792	CHIP	DND-41	H3K79me2
793	CHIP	DND-41	H4K20me1
794	CHIP	GM12878	EZH2
795	CHIP	mammary epithelial cell female adult (50 years)	EZH2
796	CHIP	mammary epithelial cell female adult (50 years)	H2AFZ
797	CHIP	mammary epithelial cell female adult (50 years)	H3K9me3
798	CHIP	skeletal muscle myoblast male adult (22 years)	EZH2
799	CHIP	HepG2	EZH2
800	CHIP	keratinocyte female	H2AFZ
801	CHIP	keratinocyte female	H3K79me2
802	CHIP	keratinocyte female	H3K9me3
803	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	EZH2
804	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H2AFZ
805	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K9me3
806	CHIP	astrocyte	H3K9ac
807	CHIP	astrocyte	H4K20me1
808	CHIP	DND-41	H3K9ac
809	CHIP	DND-41	H3K9me3
810	CHIP	mammary epithelial cell female adult (50 years)	H3K79me2
811	CHIP	endothelial cell of umbilical vein male newborn	H2AFZ
812	CHIP	endothelial cell of umbilical vein male newborn	H3K79me2
813	CHIP	fibroblast of dermis	EZH2
814	CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K79me2
815	CHIP	osteoblast	H3K79me2
816	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K4me3
817	CHIP	CD14-positive monocyte female	H3K27ac
818	CHIP	CD14-positive monocyte female	H3K27me3
819	CHIP	CD14-positive monocyte female	H3K36me3
820	CHIP	CD14-positive monocyte female	H3K4me1
821	CHIP	CD14-positive monocyte female	H3K4me3
822	CHIP	CD14-positive monocyte female	H3K79me2
823	CHIP	CD14-positive monocyte female	H3K9me3
824	CHIP	CD14-positive monocyte female	H4K20me1
825	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	H3K4me3
826	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K9ac
827	CHIP	DND-41	H3K27me3
828	CHIP	endothelial cell of umbilical vein male newborn	H3K9me3
829	CHIP	HeLa-S3	EZH2
830	CHIP	HepG2	H3K9me3
831	CHIP	CD14-positive monocyte female	H3K9ac
832	CHIP	osteoblast	H3K4me3
833	CHIP	myotube	H3K27me3
834	CHIP	K562	HDAC6
835	CHIP	H1-hESC	PHF8
836	CHIP	CD14-positive monocyte female	CTCF
837	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K79me2
838	CHIP	H1-hESC	HDAC6
839	CHIP	H1-hESC	SAP30
840	CHIP	H1-hESC	SUZ12
841	CHIP	K562	CREBBP
842	CHIP	K562	CBX3
843	CHIP	K562	KAT2B
844	CHIP	K562	SIRT6
845	CHIP	K562	SUZ12
846	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	CTCF
847	CHIP	A549 treated with 0.02% ethanol for 1 hour	H2AFZ
848	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K27ac
849	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K27me3
850	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K4me1
851	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K9me3
852	CHIP	A549 treated with 0.02% ethanol for 1 hour	H4K20me1
853	CHIP	B cell female adult (27 years)	H3K27ac
854	CHIP	H1-hESC	EP300
855	CHIP	H1-hESC	SIRT6
856	CHIP	K562	SETDB1
857	CHIP	B cell female adult (27 years) and female adult (43 years)	CTCF
858	CHIP	B cell female adult (27 years) and female adult (43 years)	H2AFZ
859	CHIP	B cell female adult (27 years) and female adult (43 years)	H3K4me2
860	CHIP	H1-hESC	CHD7
861	CHIP	H1-hESC	HDAC2
862	CHIP	H1-hESC	KDM4A
863	CHIP	K562	WHSC1
864	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	H3K27ac
865	CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K4me2
866	CHIP	B cell female adult (27 years)	H4K20me1
867	CHIP	SK-N-MC	FOXP2
868	CHIP	GM12878	POLR2A
869	CHIP	GM12878	SRF
870	CHIP	GM12878	REST
871	CHIP	GM12878	USF1
872	CHIP	HepG2	JUND
873	CHIP	HepG2	SIN3A
874	CHIP	HepG2	USF1
875	CHIP	HeLa-S3	POLR2A
876	CHIP	GM12878	PBX3
877	CHIP	GM12878	TAF1
878	CHIP	GM12878	BATF
879	CHIP	GM12878	EBF1
880	CHIP	GM12878	IRF4
881	CHIP	GM12878	TCF12
882	CHIP	GM12878	BCL11A
883	CHIP	GM12878	EP300
884	CHIP	GM12878	ZBTB33
885	CHIP	GM12878	PAX5
886	CHIP	A549 treated with 500 pM dexamethasone for 1 hour	NR3C1
887	CHIP	A549 treated with 50 nM dexamethasone for 1 hour	NR3C1
888	CHIP	A549 treated with 5 nM dexamethasone for 1 hour	NR3C1
889	CHIP	A549 treated with 0.02% ethanol for 1 hour	POLR2A
890	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	POLR2A
891	CHIP	GM12878	PAX5
892	CHIP	H1-hESC	REST
893	CHIP	H1-hESC	POLR2A
894	CHIP	H1-hESC	TAF1
895	CHIP	HepG2	FOSL2
896	CHIP	HeLa-S3	GABPA
897	CHIP	HeLa-S3	TAF1
898	CHIP	HepG2	RXRA
899	CHIP	GM12892	POLR2A
900	CHIP	GM12892	POLR2AphosphoS5
901	CHIP	GM12892	TAF1
902	CHIP	H1-hESC	POLR2AphosphoS5
903	CHIP	HepG2	BHLHE40
904	CHIP	HepG2	CTCF
905	CHIP	GM12878	POLR2AphosphoS5
906	CHIP	GM12891	POU2F2
907	CHIP	GM12891	SPI1
908	CHIP	GM12891	POLR2A
909	CHIP	GM12891	POLR2AphosphoS5
910	CHIP	GM12891	TAF1
911	CHIP	A549 treated with 0.02% ethanol for 1 hour	NR3C1
912	CHIP	H1-hESC	BCL11A
913	CHIP	H1-hESC	SIX5
914	CHIP	H1-hESC	SP1
915	CHIP	H1-hESC	SIN3A
916	CHIP	H1-hESC	TCF12
917	CHIP	H1-hESC	USF1
918	CHIP	H1-hESC	SRF
919	CHIP	H1-hESC	GABPA
920	CHIP	Ishikawa treated with 10 nM estradiol for 1 hour	ESR1
921	CHIP	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	ESR1
922	CHIP	H1-hESC	EGR1
923	CHIP	Ishikawa treated with 100 nM dexamethasone for 1 hour	NR3C1
924	CHIP	GM12878	RXRA
925	CHIP	GM12878	SIX5
926	CHIP	HepG2	TCF12
927	CHIP	GM12891	PAX5
928	CHIP	SK-N-SH	REST
929	CHIP	HepG2	GABPA
930	CHIP	HepG2	REST
931	CHIP	HepG2	POLR2A
932	CHIP	HepG2	TAF1
933	CHIP	Panc1	REST
934	CHIP	PFSK-1	REST
935	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	NR3C1
936	CHIP	T47D treated with 100 nM genistein for 1 hour	ESR1
937	CHIP	A549 treated with 0.02% ethanol for 1 hour	NR3C1
938	CHIP	H1-hESC	RXRA
939	CHIP	HepG2	SP1
940	CHIP	GM12878	BCLAF1
941	CHIP	GM12878	ETS1
942	CHIP	GM12878	MEF2A
943	CHIP	H1-hESC	ATF3
944	CHIP	H1-hESC	YY1
945	CHIP	HepG2	ATF3
946	CHIP	K562	BCLAF1
947	CHIP	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	POLR2A
948	CHIP	GM12891	YY1
949	CHIP	H1-hESC	EP300
950	CHIP	H1-hESC	JUND
951	CHIP	K562	ETS1
952	CHIP	K562	POLR2AphosphoS5
953	CHIP	T47D treated with 0.02% dimethyl sulfoxide for 1 hour	FOXA1
954	CHIP	Ishikawa treated with 0.02% ethanol for 1 hour	NR3C1
955	CHIP	H1-hESC	RAD21
956	CHIP	HepG2	FOXA1
957	CHIP	HepG2	HNF4A
958	CHIP	K562	E2F6
959	CHIP	T47D treated with 0.02% dimethyl sulfoxide for 1 hour	ESR1
960	CHIP	K562	GABPA
961	CHIP	K562	MAX
962	CHIP	K562	SIN3A
963	CHIP	HepG2	RAD21
964	CHIP	GM12892	YY1
965	CHIP	H1-hESC	TAF7
966	CHIP	HepG2	EP300
967	CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	CTCF
968	CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	RAD21
969	CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	YY1
970	CHIP	HepG2	HDAC2
971	CHIP	K562	ZBTB7A
972	CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	USF1
973	CHIP	K562	YY1
974	CHIP	GM12878	SRF
975	CHIP	H1-hESC	BCL11A
976	CHIP	HCT116	POLR2AphosphoS5
977	CHIP	HeLa-S3	REST
978	CHIP	HepG2	FOXA1
979	CHIP	K562	POLR2A
980	CHIP	H1-hESC	NANOG
981	CHIP	K562	FOSL1
982	CHIP	K562	REST
983	CHIP	T47D treated with 0.02% dimethyl sulfoxide for 1 hour	GATA3
984	CHIP	GM12878	RAD21
985	CHIP	HepG2	ELF1
986	CHIP	HepG2	ZBTB33
987	CHIP	K562	EGR1
988	CHIP	GM12878	MEF2C
989	CHIP	H1-hESC	CTCF
990	CHIP	HepG2	FOXA2
991	CHIP	HepG2	HNF4G
992	CHIP	K562	TAF7
993	CHIP	K562	THAP1
994	CHIP	GM12878	YY1
995	CHIP	GM12878	BCL3
996	CHIP	H1-hESC	HDAC2
997	CHIP	H1-hESC	FOSL1
998	CHIP	HepG2	YY1
999	CHIP	K562	ATF3
1000	CHIP	K562	MEF2A
1001	CHIP	K562	SIX5
1002	CHIP	HepG2	REST
1003	CHIP	Panc1	POLR2AphosphoS5
1004	CHIP	PFSK-1	REST
1005	CHIP	SK-N-SH	REST
1006	CHIP	SK-N-SH	POLR2AphosphoS5
1007	CHIP	SK-N-SH	SIN3A
1008	CHIP	PFSK-1	POLR2AphosphoS5
1009	CHIP	A549 treated with 0.02% ethanol for 1 hour	SP1
1010	CHIP	A549 treated with 0.02% ethanol for 1 hour	TAF1
1011	CHIP	HepG2	POLR2AphosphoS5
1012	CHIP	K562	CTCF
1013	CHIP	SK-N-MC	POLR2AphosphoS5
1014	CHIP	A549 treated with 0.02% ethanol for 1 hour	YY1
1015	CHIP	A549 treated with 0.02% ethanol for 1 hour	ATF3
1016	CHIP	A549 treated with 0.02% ethanol for 1 hour	ELF1
1017	CHIP	A549 treated with 0.02% ethanol for 1 hour	ETS1
1018	CHIP	A549 treated with 100 nM dexamethasone for 1 hour	FOXA1
1019	CHIP	A549 treated with 0.02% ethanol for 1 hour	GABPA
1020	CHIP	A549 treated with 0.02% ethanol for 1 hour	ZBTB33
1021	CHIP	HepG2	ZBTB7A
1022	CHIP	endothelial cell of umbilical vein newborn	POLR2A
1023	CHIP	endothelial cell of umbilical vein newborn	POLR2AphosphoS5
1024	CHIP	T47D treated with 100 nM bisphenol A for 30 minutes	ESR1
1025	CHIP	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	CTCF
1026	CHIP	SK-N-SH	TAF1
1027	CHIP	A549 treated with 0.02% ethanol for 1 hour	BCL3
1028	CHIP	HepG2	CEBPB
1029	CHIP	GM12878	ATF2
1030	CHIP	GM12878	NFATC1
1031	CHIP	PFSK-1	TAF1
1032	CHIP	A549 treated with 0.02% ethanol for 1 hour	FOSL2
1033	CHIP	A549 treated with 0.02% ethanol for 1 hour	REST
1034	CHIP	A549 treated with 0.02% ethanol for 1 hour	TCF12
1035	CHIP	Ishikawa treated with 100 nM bisphenol A for 1 hour	ESR1
1036	CHIP	GM12878	REST
1037	CHIP	K562	PML
1038	CHIP	GM12878	STAT5A
1039	CHIP	A549 treated with 0.02% ethanol for 1 hour	CREB1
1040	CHIP	A549 treated with 0.02% ethanol for 1 hour	CREB1
1041	CHIP	A549 treated with 0.02% ethanol for 1 hour	FOXA1
1042	CHIP	A549 treated with 0.02% ethanol for 1 hour	JUND
1043	CHIP	GM12878	EGR1
1044	CHIP	GM12878	MTA3
1045	CHIP	GM12878	RUNX3
1046	CHIP	K562	TEAD4
1047	CHIP	A549 treated with 0.02% ethanol for 1 hour	SIX5
1048	CHIP	A549 treated with 0.02% ethanol for 1 hour	SIN3A
1049	CHIP	GM12878	NFIC
1050	CHIP	K562	STAT5A
1051	CHIP	K562	NR2F2
1052	CHIP	K562	CBX3
1053	CHIP	K562	TRIM28
